car_id,model,year,engine_size,horsepower,fuel_type,transmission,drivetrain,mileage_km,fuel_consumption_l_per_100km,co2_emissions_g_km,price_usd,doors,seats,body_type,color,owner_count,accident_history,service_history,country_sold,ID
1427,Z4,2023,2.8,250,petrol,automatic,RWD,26089,9.4,212.0,75494,2,2,convertible,white,0.0,no,full,Italy,1904
5299,1 Series,2010,2.7,301,hybrid,manual,FWD,147025,5.2,124.0,18974,3,4,hatchback,black,3.0,yes,full,France,4538
6946,5 Series,2023,3.2,255,petrol,automatic,RWD,3233,9.3,220.0,62860,4,5,sedan,white,1.0,no,full,Italy,3352
9957,5 Series,2008,,282,petrol,automatic,RWD,280234,10.6,219.0,23883,4,5,sedan,silver,2.0,no,partial,Italy,3102
867,5 Series,2019,4.1,255,petrol,automatic,RWD,43994,10.7,226.0,53999,4,5,sedan,black,3.0,no,full,Spain,1565
548,3 Series,2023,1.8,145,diesel,automatic,AWD,1040,5.6,115.0,42122,4,5,sedan,blue,0.0,no,partial,France,3355
5873,X5,2023,4.3,338,petrol,automatic,AWD,31144,11.8,280.0,94193,5,5,suv,silver,0.0,no,full,Spain,839
6497,X5,2008,3.5,282,diesel,automatic,AWD,203469,8.7,186.0,48983,5,5,suv,black,3.0,,full,USA,500
7792,X5,2016,3.4,303,hybrid,automatic,AWD,126311,5.9,118.0,50354,5,5,suv,grey,1.0,yes,none,USA,141
6741,7 Series,2016,0.0,385,electric,automatic,RWD,103886,0.0,0.0,96230,4,4,sedan,white,3.0,no,full,Italy,1377
1336,3 Series,2005,1.6,134,hybrid,automatic,RWD,300000,4.1,97.0,3840,4,5,sedan,white,5.0,yes,partial,Spain,3697
7913,5 Series,2022,4.3,387,diesel,automatic,RWD,25222,10.2,215.0,69753,4,5,sedan,red,2.0,no,full,France,2144
7963,5 Series,2005,2.7,208,diesel,automatic,RWD,300000,7.9,180.0,17213,4,5,sedan,blue,4.0,yes,full,UK,1138
8994,i3,2015,0.0,202,electric,automatic,RWD,151127,0.0,0.0,26015,5,4,hatchback,silver,2.0,yes,none,Turkey,2927
5539,3 Series,2007,2.5,214,diesel,manual,RWD,300000,7.4,172.0,7346,4,5,sedan,white,3.0,yes,partial,UK,1787
5717,5 Series,2024,3.0,271,diesel,automatic,RWD,0,7.9,178.0,61137,4,5,sedan,black,0.0,yes,full,Spain,3484
2587,3 Series,2009,2.7,236,petrol,manual,RWD,186491,8.7,194.0,18984,4,5,sedan,blue,3.0,no,full,France,550
273,X1,2022,,199,petrol,automatic,FWD,15650,7.5,151.0,52220,5,5,suv,white,1.0,no,full,USA,4906
8561,3 Series,2016,3.2,334,diesel,automatic,AWD,159276,8.8,189.0,28470,4,5,sedan,blue,3.0,yes,full,Italy,2019
7523,X3,2019,3.5,290,hybrid,automatic,RWD,58352,6.0,121.0,52788,5,5,suv,white,1.0,no,partial,Turkey,948
1234,Z4,2024,2.7,239,petrol,automatic,RWD,7163,8.7,204.0,68193,2,2,convertible,red,0.0,yes,full,France,2600
1598,3 Series,2020,3.1,394,diesel,manual,RWD,60788,8.4,187.0,49082,4,5,sedan,silver,0.0,no,full,Netherlands,532
9549,7 Series,2017,4.4,442,diesel,automatic,RWD,134311,9.8,222.0,98472,4,5,sedan,white,2.0,no,full,Germany,1829
5366,X1,2020,2.4,212,petrol,automatic,AWD,68934,8.7,182.0,36790,5,5,suv,blue,1.0,no,partial,Turkey,2917
1424,3 Series,2024,2.1,241,hybrid,automatic,RWD,16466,4.2,81.0,50423,4,5,sedan,black,1.0,no,full,Netherlands,4418
9354,X1,2007,1.8,186,hybrid,automatic,FWD,300000,4.8,113.0,12011,5,5,suv,silver,5.0,no,partial,USA,3871
4111,7 Series,2023,5.0,404,diesel,automatic,RWD,39980,10.9,238.0,105485,4,5,sedan,blue,1.0,,partial,UK,1602
1733,X5,2012,3.1,341,hybrid,automatic,AWD,130375,5.7,120.0,54083,5,5,suv,white,5.0,no,partial,UK,639
2926,5 Series,2016,2.5,227,diesel,automatic,AWD,86300,7.5,170.0,45623,4,5,sedan,silver,2.0,no,full,France,4832
7087,X3,2013,2.8,278,diesel,automatic,RWD,225891,8.0,170.0,39203,5,5,suv,black,2.0,no,partial,Netherlands,967
3821,X1,2014,2.5,224,petrol,automatic,FWD,109639,8.6,193.0,36587,5,5,suv,white,,no,full,Italy,4237
69,X1,2012,1.9,190,hybrid,automatic,FWD,140636,4.7,107.0,29751,5,5,suv,white,3.0,no,full,Netherlands,2697
60,X5,2023,3.9,335,hybrid,automatic,AWD,9725,6.8,153.0,98217,5,5,suv,grey,0.0,no,full,USA,1683
7339,3 Series,2020,2.5,256,diesel,automatic,AWD,48238,6.6,142.0,41841,4,5,sedan,blue,2.0,no,full,UK,4470
2890,X5,2023,3.4,355,petrol,automatic,AWD,7483,10.0,215.0,96883,5,5,suv,white,0.0,no,full,Spain,2342
6898,X7,2019,3.9,367,diesel,automatic,AWD,59521,9.5,215.0,114294,5,5,suv,silver,2.0,no,full,France,155
5781,1 Series,2005,1.9,280,petrol,manual,FWD,300000,9.0,204.0,6481,5,5,hatchback,silver,2.0,yes,partial,Netherlands,2487
4052,X3,2017,3.2,296,diesel,automatic,AWD,125808,7.9,165.0,41592,5,5,suv,blue,1.0,no,partial,Turkey,4641
1766,X3,2021,3.1,260,diesel,automatic,AWD,42188,8.2,161.0,45216,5,5,suv,white,1.0,no,none,Spain,1089
1177,X1,2020,1.6,137,hybrid,automatic,AWD,93430,4.1,92.0,30924,5,5,suv,white,1.0,yes,full,Turkey,2655
7160,5 Series,2023,4.2,359,hybrid,automatic,AWD,22313,7.0,164.0,70177,4,5,sedan,blue,0.0,no,full,UK,4240
2803,i7,2008,0.0,387,electric,automatic,AWD,108308,0.0,0.0,85226,4,5,sedan,black,3.0,yes,full,Spain,288
8192,1 Series,2020,2.5,268,petrol,automatic,FWD,76016,8.8,,28402,5,4,hatchback,black,1.0,no,full,Germany,930
3689,X7,2016,4.2,395,hybrid,automatic,AWD,104522,7.1,148.0,97518,5,5,suv,white,3.0,no,partial,France,2535
9764,5 Series,2016,4.1,390,hybrid,automatic,RWD,140300,6.9,150.0,50548,4,5,sedan,black,1.0,no,partial,USA,4028
7436,X5,2014,3.2,247,diesel,automatic,AWD,156702,8.4,196.0,45877,5,5,suv,white,2.0,yes,partial,Netherlands,3371
9772,X1,2016,1.8,180,diesel,automatic,FWD,120120,5.7,128.0,29836,5,5,suv,white,4.0,no,partial,Spain,4621
3578,5 Series,2015,3.4,304,diesel,automatic,AWD,141009,7.4,164.0,35083,4,5,sedan,silver,2.0,yes,,Spain,3291
3188,3 Series,2019,3.2,254,diesel,automatic,AWD,94107,8.1,168.0,37890,4,5,sedan,blue,1.0,no,full,Spain,942
2573,X7,2011,3.8,284,diesel,automatic,AWD,162988,9.3,205.0,73426,5,5,suv,black,3.0,no,full,Spain,3859
5230,X7,2018,3.5,345,petrol,automatic,AWD,54625,9.9,221.0,96342,5,5,suv,black,1.0,yes,partial,Germany,4662
1551,X1,2008,2.1,217,diesel,automatic,AWD,300000,7.0,152.0,16078,5,5,suv,red,5.0,no,full,Germany,1698
2446,X3,2022,2.0,222,petrol,automatic,AWD,29768,7.7,162.0,59286,5,5,suv,black,1.0,no,full,UK,4708
177,3 Series,2020,2.1,194,petrol,automatic,AWD,93084,8.5,179.0,33301,4,5,sedan,silver,0.0,no,partial,UK,3200
978,3 Series,2017,2.2,169,hybrid,manual,RWD,93884,5.2,113.0,32832,4,5,sedan,blue,,no,full,France,4601
2096,5 Series,2007,4.3,352,diesel,automatic,RWD,281157,10.5,228.0,24907,4,5,sedan,black,4.0,no,partial,Spain,4608
2418,X3,2013,2.2,186,hybrid,automatic,AWD,138924,4.5,106.0,34459,5,5,suv,black,2.0,,full,Spain,985
4864,3 Series,2009,2.1,223,hybrid,manual,AWD,233936,5.2,134.0,16574,4,5,sedan,black,4.0,,partial,USA,3318
8494,Z4,2023,2.6,216,petrol,automatic,RWD,7970,8.9,184.0,60360,2,2,convertible,blue,0.0,yes,full,UK,2867
2458,X3,2010,2.9,225,petrol,automatic,AWD,165380,9.7,191.0,29455,5,5,suv,silver,3.0,no,partial,Italy,4056
9954,3 Series,2022,3.2,316,diesel,automatic,RWD,38101,8.2,178.0,49163,4,5,sedan,grey,0.0,no,full,Germany,4777
4415,X5,2019,3.7,303,petrol,,AWD,72879,10.5,227.0,70783,5,5,suv,grey,4.0,no,partial,Germany,981
8658,1 Series,2011,1.5,141,petrol,automatic,FWD,174450,6.9,164.0,8461,3,5,hatchback,black,4.0,yes,full,USA,2492
3659,i7,2021,0.0,345,electric,automatic,RWD,42643,0.0,0.0,172941,4,4,sedan,white,1.0,no,full,Netherlands,3792
5034,3 Series,2005,3.5,322,hybrid,automatic,RWD,300000,6.3,139.0,13550,4,5,sedan,black,4.0,yes,none,UK,3548
5598,3 Series,2008,1.8,136,diesel,automatic,AWD,234942,6.3,119.0,9484,4,5,sedan,black,,yes,full,UK,2942
5071,1 Series,2019,2.3,224,petrol,manual,RWD,93738,8.7,188.0,21864,3,5,hatchback,black,1.0,no,none,Germany,3527
5938,X5,2020,4.4,300,hybrid,automatic,AWD,103125,6.2,140.0,79269,5,5,suv,black,1.0,no,full,Italy,3845
3468,7 Series,2014,3.2,217,petrol,automatic,AWD,142324,9.6,224.0,65129,4,4,sedan,white,3.0,yes,full,Spain,1457
8750,5 Series,2020,2.7,214,petrol,automatic,RWD,33523,8.8,185.0,55076,4,5,sedan,white,2.0,no,full,USA,1395
1148,3 Series,2017,2.9,323,hybrid,automatic,AWD,75450,5.9,112.0,36764,4,5,sedan,white,,no,partial,Spain,264
9810,i4,2019,0.0,245,electric,automatic,RWD,90300,0.0,0.0,78951,4,5,coupe,silver,1.0,no,partial,USA,4095
3704,Z4,2005,2.2,199,petrol,automatic,RWD,210987,8.2,168.0,28161,2,2,convertible,white,4.0,,partial,UK,929
2797,X3,2020,2.4,261,diesel,automatic,AWD,59682,7.2,155.0,62717,5,5,suv,blue,1.0,no,full,UK,4871
9027,3 Series,2020,2.7,320,petrol,automatic,RWD,80989,9.4,209.0,47876,4,5,sedan,blue,,no,full,UK,2692
6443,X1,2012,2.4,237,diesel,automatic,FWD,241465,7.1,147.0,24194,5,5,suv,grey,3.0,no,full,UK,246
9724,X3,2017,2.7,254,hybrid,automatic,RWD,17650,5.1,115.0,53874,5,5,suv,silver,1.0,no,full,Italy,3589
928,Z4,2016,2.3,231,petrol,automatic,RWD,123776,8.0,184.0,48737,2,2,convertible,silver,3.0,no,partial,USA,1758
1306,X3,2023,3.3,267,petrol,automatic,RWD,0,9.5,211.0,73276,5,5,suv,blue,0.0,no,full,USA,4865
2447,X3,2021,3.5,267,petrol,automatic,AWD,55661,8.7,188.0,57974,5,5,suv,black,2.0,no,full,Netherlands,2810
8385,X1,2022,2.0,186,petrol,automatic,AWD,8151,7.3,157.0,51022,5,5,suv,black,0.0,no,full,USA,923
1202,1 Series,2017,2.8,183,petrol,automatic,FWD,88735,9.2,186.0,20553,3,4,hatchback,black,2.0,no,full,Turkey,2880
3663,3 Series,2014,2.3,231,petrol,automatic,RWD,206624,8.2,184.0,20604,4,5,sedan,red,1.0,yes,partial,Germany,268
6086,X7,2021,3.7,413,diesel,automatic,AWD,25061,8.9,194.0,110325,5,5,suv,silver,0.0,no,full,Turkey,669
2538,X3,2018,2.7,214,hybrid,automatic,RWD,114491,5.3,101.0,46068,5,5,suv,blue,2.0,no,partial,Spain,4475
4327,5 Series,2024,3.5,360,petrol,automatic,RWD,10868,10.9,233.0,78723,4,5,sedan,black,0.0,no,full,Netherlands,1910
8424,5 Series,2005,2.7,231,petrol,automatic,AWD,158703,8.8,208.0,27187,4,5,sedan,white,4.0,no,full,Spain,2985
604,3 Series,2013,3.5,308,hybrid,manual,AWD,161899,5.9,135.0,24582,4,5,sedan,red,4.0,no,partial,Turkey,1152
7951,3 Series,2013,1.6,153,diesel,manual,RWD,143465,5.5,123.0,20756,4,5,sedan,silver,3.0,yes,full,Germany,4817
3661,Z4,2021,2.9,294,petrol,automatic,RWD,28458,10.6,216.0,61290,2,2,convertible,black,1.0,no,partial,Spain,3455
8222,5 Series,2020,2.4,215,diesel,automatic,AWD,71546,6.8,145.0,44809,4,5,sedan,grey,2.0,yes,full,Spain,4241
2966,7 Series,2024,4.6,413,petrol,automatic,RWD,0,11.0,247.0,108300,4,5,sedan,black,0.0,no,partial,USA,4549
5523,X5,2017,3.2,292,petrol,automatic,AWD,133145,8.6,180.0,66361,5,5,suv,red,3.0,no,full,Italy,2172
6136,3 Series,2013,2.3,255,hybrid,manual,AWD,192315,4.3,86.0,23699,4,5,sedan,blue,3.0,no,partial,UK,4515
5581,3 Series,2024,2.7,176,hybrid,automatic,AWD,26086,5.1,110.0,41088,4,5,sedan,black,0.0,no,full,Netherlands,1915
132,5 Series,2010,3.2,268,petrol,automatic,AWD,223145,9.9,226.0,30194,4,5,sedan,black,5.0,yes,full,USA,612
8067,i4,2023,0.0,406,electric,automatic,AWD,34330,0.0,0.0,93419,4,5,coupe,black,1.0,no,full,France,2406
1210,7 Series,2012,3.6,381,hybrid,automatic,AWD,187852,6.0,118.0,70282,4,5,sedan,red,3.0,no,full,USA,4205
1484,X5,2016,3.5,341,petrol,automatic,AWD,135632,9.6,211.0,66290,5,5,suv,black,2.0,yes,full,UK,1898
6109,X3,2024,3.2,263,diesel,automatic,AWD,5,8.0,171.0,69386,5,5,suv,silver,1.0,no,full,Italy,1649
7404,X1,2023,2.2,276,diesel,automatic,AWD,29360,5.5,136.0,55882,5,5,suv,black,0.0,no,full,UK,2607
4322,X3,2018,3.0,269,hybrid,automatic,RWD,98539,5.8,129.0,48075,5,5,suv,grey,3.0,no,partial,Turkey,258
9965,5 Series,2012,2.8,284,petrol,automatic,AWD,161551,9.3,193.0,38365,4,5,sedan,white,3.0,no,partial,USA,847
559,3 Series,2017,3.2,339,petrol,automatic,AWD,127271,8.9,199.0,38043,4,5,sedan,red,,no,full,USA,4251
1531,1 Series,2014,2.7,307,petrol,automatic,FWD,212811,10.1,231.0,15303,5,5,hatchback,white,2.0,yes,full,Italy,1233
701,i3,2011,0.0,171,electric,automatic,RWD,151492,0.0,0.0,28066,5,4,hatchback,black,2.0,yes,full,Italy,1127
1922,X1,2022,2.1,193,petrol,automatic,AWD,37539,7.2,148.0,32669,5,5,suv,,1.0,yes,partial,Turkey,1967
8671,5 Series,2020,3.3,275,petrol,automatic,RWD,37906,9.3,185.0,57191,4,5,sedan,white,1.0,no,full,Italy,558
9328,X7,2012,4.3,335,petrol,automatic,AWD,158819,10.3,211.0,67127,5,5,suv,silver,4.0,yes,partial,Turkey,3905
857,X1,2022,,212,hybrid,automatic,FWD,15890,4.6,101.0,40218,5,5,suv,silver,1.0,yes,full,Germany,484
2883,X3,2012,3.4,335,petrol,automatic,AWD,260795,10.5,219.0,39249,5,5,suv,silver,2.0,no,full,Netherlands,1320
7366,X5,2018,3.9,356,petrol,automatic,AWD,78318,9.3,203.0,62827,5,5,suv,red,3.0,yes,full,Turkey,3404
5203,i3,2014,0.0,207,electric,automatic,RWD,156954,0.0,0.0,27659,5,4,hatchback,silver,2.0,yes,full,USA,7
9245,Z4,2018,3.0,253,petrol,automatic,RWD,59206,9.3,211.0,60717,2,2,convertible,black,4.0,no,full,Germany,3279
6190,X3,2007,2.6,231,petrol,automatic,AWD,300000,8.2,182.0,23883,5,5,suv,silver,3.0,no,full,Italy,3189
3498,5 Series,2019,4.3,356,hybrid,automatic,RWD,85299,6.5,146.0,51390,4,5,sedan,black,1.0,no,,France,1450
7664,i4,2023,0.0,281,electric,automatic,AWD,0,0.0,0.0,83307,4,5,coupe,white,,no,full,USA,3980
8637,X7,2018,3.6,346,hybrid,automatic,AWD,110603,7.0,138.0,106689,5,5,suv,black,4.0,no,partial,Germany,1814
1218,1 Series,2022,2.8,245,hybrid,automatic,FWD,30220,5.4,124.0,31819,5,5,hatchback,white,2.0,no,full,USA,773
3935,X1,2007,2.1,199,diesel,automatic,FWD,263673,7.5,177.0,15333,5,5,suv,white,5.0,no,full,UK,1011
71,1 Series,2014,1.9,224,petrol,manual,FWD,86069,7.0,138.0,20742,5,4,hatchback,black,3.0,no,partial,Italy,2818
4216,X5,2021,4.2,323,diesel,automatic,AWD,26140,9.0,183.0,74497,5,5,suv,red,1.0,no,none,Germany,3275
7723,X1,2023,1.8,206,diesel,automatic,AWD,25179,7.4,163.0,43749,5,5,suv,white,0.0,no,partial,Spain,1991
4133,3 Series,2014,2.0,222,diesel,automatic,RWD,151393,7.2,144.0,26644,4,5,sedan,silver,4.0,no,full,Italy,1277
5138,i7,2019,0.0,353,electric,automatic,RWD,114516,0.0,0.0,158239,4,5,sedan,red,3.0,no,full,Italy,1783
3091,X1,2010,1.9,172,petrol,automatic,AWD,84086,7.2,160.0,25003,5,5,suv,black,4.0,no,partial,Spain,3105
5767,X7,2018,3.9,335,hybrid,automatic,AWD,54035,6.7,143.0,101568,5,5,suv,black,1.0,no,none,USA,446
5063,3 Series,2010,2.3,206,petrol,manual,RWD,258155,8.0,181.0,17779,4,5,sedan,blue,3.0,no,full,UK,880
185,X7,2008,3.8,350,hybrid,automatic,AWD,129734,6.2,133.0,60278,5,5,suv,white,2.0,yes,partial,UK,4459
7302,1 Series,2023,2.4,185,hybrid,automatic,FWD,14507,4.7,88.0,26437,5,4,hatchback,blue,1.0,no,partial,Spain,781
13,X5,2021,3.2,267,diesel,automatic,AWD,52609,8.4,197.0,76525,5,5,suv,white,2.0,yes,full,USA,1749
4662,5 Series,2014,2.2,190,petrol,,RWD,195522,7.0,157.0,31288,4,5,sedan,red,3.0,yes,full,USA,3388
4568,X3,2013,2.8,310,diesel,automatic,AWD,211083,7.8,181.0,34329,5,5,suv,white,4.0,yes,full,Germany,4881
292,3 Series,2022,2.7,222,hybrid,automatic,AWD,13874,5.2,91.0,39494,4,5,sedan,red,1.0,no,full,Turkey,883
402,3 Series,2019,3.0,351,petrol,automatic,RWD,116071,8.6,182.0,39458,4,5,sedan,blue,2.0,no,full,USA,2944
1878,3 Series,2024,1.6,127,diesel,automatic,AWD,0,6.0,119.0,46788,4,5,sedan,black,0.0,no,full,Netherlands,1091
3807,1 Series,2018,2.1,262,diesel,automatic,FWD,64157,6.6,143.0,27151,3,4,hatchback,red,2.0,no,partial,Italy,4783
7685,1 Series,2019,1.9,168,hybrid,automatic,FWD,61244,4.8,109.0,20900,3,5,hatchback,silver,2.0,yes,full,Spain,531
64,1 Series,2009,2.7,251,petrol,automatic,RWD,128644,8.7,186.0,13076,3,4,hatchback,silver,4.0,no,none,Italy,4022
663,Z4,2022,2.2,218,petrol,automatic,RWD,50851,7.7,183.0,65915,2,2,convertible,black,1.0,no,partial,UK,4421
495,X1,2016,1.6,179,petrol,automatic,AWD,54344,7.3,158.0,36619,5,5,suv,blue,1.0,yes,full,Germany,4098
2329,Z4,2022,2.8,245,petrol,automatic,RWD,28501,8.9,189.0,75956,2,2,convertible,silver,1.0,no,full,Netherlands,1727
6626,5 Series,2010,2.1,195,petrol,automatic,RWD,138511,8.2,177.0,26784,4,5,sedan,white,4.0,yes,none,Germany,610
4964,X1,2010,1.9,155,petrol,automatic,AWD,230855,7.7,169.0,17051,5,5,suv,blue,,yes,partial,Netherlands,570
2969,i4,2014,0.0,302,electric,automatic,RWD,219820,0.0,0.0,49548,4,5,coupe,white,3.0,no,full,Turkey,2671
7546,3 Series,2012,1.8,181,hybrid,manual,AWD,138923,4.3,94.0,19879,4,5,sedan,black,4.0,yes,full,Turkey,3718
7549,1 Series,2021,2.3,226,petrol,automatic,RWD,47725,8.7,194.0,26982,5,5,hatchback,red,1.0,no,full,Turkey,343
9070,5 Series,2024,4.2,329,petrol,automatic,RWD,0,10.5,240.0,70986,4,5,sedan,black,1.0,no,full,Netherlands,3000
9781,5 Series,2014,2.8,256,hybrid,automatic,AWD,193948,5.7,136.0,37182,4,5,sedan,white,,no,full,Turkey,3139
8175,X7,2017,4.3,322,petrol,automatic,AWD,40444,11.5,263.0,98144,5,5,suv,black,1.0,no,partial,UK,434
4116,X7,2007,3.2,239,diesel,automatic,AWD,179376,8.5,178.0,58129,5,5,suv,grey,3.0,no,partial,Spain,1903
9098,i7,2018,0.0,447,electric,automatic,AWD,58321,0.0,0.0,127282,4,5,sedan,white,2.0,no,partial,France,3804
9159,X3,2012,2.1,229,hybrid,automatic,AWD,181422,4.8,94.0,32929,5,5,suv,black,2.0,yes,full,Netherlands,4776
2009,7 Series,2021,5.0,394,hybrid,automatic,RWD,18866,7.8,176.0,99688,4,4,sedan,grey,1.0,yes,full,Italy,2069
4343,X7,2013,4.2,392,petrol,automatic,AWD,179928,10.8,244.0,73324,5,5,suv,white,3.0,yes,full,UK,1537
7502,X3,2012,2.3,217,diesel,automatic,AWD,187120,7.2,158.0,38682,5,5,suv,silver,2.0,no,full,Germany,2252
7650,7 Series,2016,0.0,412,electric,automatic,AWD,148957,0.0,0.0,67631,4,5,sedan,white,1.0,no,none,Italy,2346
2123,5 Series,2020,3.9,362,diesel,automatic,RWD,67532,8.8,205.0,69764,4,5,sedan,blue,1.0,no,full,UK,1517
5803,X1,2015,2.3,196,diesel,automatic,AWD,155157,6.3,136.0,24858,5,5,suv,blue,2.0,yes,full,Turkey,965
5900,X3,2022,2.2,204,hybrid,automatic,RWD,2613,5.2,111.0,59942,5,5,suv,white,1.0,,partial,UK,4406
331,5 Series,2014,3.6,298,hybrid,automatic,RWD,63542,6.6,151.0,41943,4,5,sedan,white,1.0,yes,partial,Germany,528
2628,5 Series,2021,4.0,361,petrol,automatic,RWD,18336,11.4,255.0,62049,4,5,sedan,silver,1.0,no,full,USA,176
52,X1,2009,1.8,182,petrol,automatic,FWD,225817,8.1,168.0,20357,5,5,suv,grey,,yes,full,USA,3482
6836,3 Series,2018,1.8,202,diesel,,AWD,30419,7.1,143.0,34572,4,5,sedan,blue,3.0,no,full,Netherlands,2543
5874,5 Series,2018,3.7,349,petrol,automatic,AWD,83491,10.3,233.0,48739,4,5,sedan,grey,,yes,full,Turkey,4935
9031,X5,2014,3.8,301,hybrid,automatic,AWD,177289,6.1,137.0,49587,5,5,suv,blue,1.0,,partial,UK,572
1983,3 Series,2013,2.0,250,petrol,manual,RWD,92912,7.8,180.0,28496,4,5,sedan,black,4.0,no,full,France,2299
229,5 Series,2023,3.9,371,diesel,automatic,RWD,30335,9.4,207.0,65858,4,5,sedan,white,0.0,no,full,Spain,3508
66,3 Series,2018,1.7,195,diesel,manual,RWD,81422,6.1,150.0,32314,4,5,sedan,black,1.0,no,partial,France,2459
2550,7 Series,2024,0.0,355,electric,automatic,AWD,15267,0.0,0.0,143955,4,5,sedan,grey,1.0,no,full,France,3609
4160,5 Series,2024,2.3,215,diesel,automatic,RWD,0,6.5,163.0,66575,4,5,sedan,grey,0.0,no,full,Germany,4554
2055,5 Series,2006,2.5,223,petrol,automatic,RWD,290306,8.0,176.0,14199,4,5,sedan,black,4.0,yes,full,Turkey,2208
6796,1 Series,2012,1.5,157,petrol,automatic,FWD,256721,7.2,162.0,5380,5,4,hatchback,white,4.0,yes,full,Germany,4720
9557,3 Series,2013,1.6,127,diesel,manual,RWD,205087,5.9,138.0,14959,4,5,sedan,red,3.0,yes,none,Netherlands,2755
3313,X3,2022,3.3,302,diesel,automatic,AWD,17014,8.2,166.0,66223,5,5,suv,grey,1.0,,full,Germany,383
2261,3 Series,2017,2.4,226,diesel,automatic,AWD,152030,7.0,157.0,28612,4,5,sedan,black,1.0,no,partial,Netherlands,852
6393,5 Series,2020,2.1,200,diesel,automatic,AWD,39242,6.8,156.0,55155,4,5,sedan,white,0.0,no,full,Turkey,1880
2616,i3,2014,0.0,177,electric,automatic,RWD,180129,0.0,0.0,29985,5,4,hatchback,black,1.0,no,partial,Turkey,370
1935,1 Series,2010,2.1,226,hybrid,automatic,RWD,237163,4.3,92.0,11833,5,5,hatchback,white,3.0,yes,full,UK,2378
376,X3,2011,3.0,260,petrol,automatic,AWD,184731,9.6,213.0,41149,5,5,suv,black,4.0,no,full,Germany,4323
2518,7 Series,2017,4.6,377,hybrid,automatic,RWD,151600,7.2,155.0,96303,4,5,sedan,black,1.0,no,full,USA,1105
492,i7,2009,0.0,351,electric,automatic,AWD,300000,0.0,0.0,81279,4,5,sedan,silver,3.0,yes,full,France,3413
1555,X5,2024,3.6,385,diesel,automatic,AWD,0,9.9,221.0,94974,5,5,suv,silver,1.0,no,full,Germany,3946
7538,Z4,2015,2.2,217,petrol,manual,RWD,138758,8.5,178.0,41619,2,2,convertible,black,1.0,yes,partial,UK,1336
1616,X1,2019,1.8,221,hybrid,automatic,FWD,44985,4.5,85.0,35324,5,5,suv,white,,yes,full,Spain,2189
8458,3 Series,2021,2.7,263,diesel,automatic,AWD,60878,7.3,168.0,38189,4,5,sedan,white,1.0,no,full,Turkey,4594
948,5 Series,2008,3.6,244,hybrid,automatic,RWD,196738,6.6,149.0,28391,4,5,sedan,silver,2.0,no,partial,Italy,2319
6576,3 Series,2024,1.8,205,diesel,automatic,AWD,10626,,125.0,46452,4,5,sedan,white,0.0,no,full,Italy,4705
8797,5 Series,2024,2.3,226,diesel,automatic,AWD,20018,6.8,136.0,55512,4,5,sedan,white,1.0,yes,full,Germany,3710
1712,i3,2021,0.0,205,electric,automatic,RWD,43853,0.0,0.0,48178,5,4,hatchback,black,1.0,yes,full,France,4848
6148,7 Series,2014,,364,petrol,automatic,RWD,149689,12.0,265.0,67552,4,4,sedan,,1.0,yes,partial,Netherlands,1171
3958,5 Series,2018,3.5,341,diesel,automatic,RWD,91476,8.8,204.0,44471,4,5,sedan,white,2.0,yes,full,Turkey,4325
3317,X5,2024,4.2,351,diesel,automatic,AWD,0,9.6,213.0,88085,5,5,suv,blue,0.0,no,full,Italy,2694
5213,X7,2012,3.0,274,petrol,automatic,AWD,229308,8.9,193.0,63867,5,5,suv,white,,yes,full,Italy,1422
230,X7,2016,3.2,259,diesel,automatic,AWD,205024,7.9,174.0,85077,5,5,suv,blue,4.0,no,full,Netherlands,2341
8737,X1,2020,2.4,224,diesel,automatic,FWD,74515,6.8,159.0,42057,5,5,suv,black,1.0,no,full,UK,2651
6415,1 Series,2020,1.8,237,hybrid,manual,RWD,69087,4.9,104.0,29501,5,5,hatchback,blue,2.0,no,full,France,4155
1286,X7,2013,3.8,265,hybrid,automatic,AWD,239766,6.4,131.0,66166,5,5,suv,red,3.0,no,none,UK,1464
8279,X3,2007,3.2,312,hybrid,automatic,AWD,275283,5.9,137.0,24989,5,5,suv,black,3.0,no,partial,Netherlands,874
2627,X7,2023,3.5,281,diesel,automatic,AWD,20382,8.7,191.0,135194,5,5,suv,black,1.0,no,full,UK,3339
4307,5 Series,2013,3.5,308,petrol,automatic,RWD,122532,10.1,222.0,37444,4,5,sedan,white,2.0,yes,partial,UK,4340
3095,5 Series,2010,2.5,223,petrol,automatic,AWD,300000,8.2,190.0,19900,4,5,sedan,black,2.0,yes,none,USA,1251
210,7 Series,2023,4.1,389,petrol,automatic,RWD,16022,10.8,,102724,4,5,sedan,blue,1.0,no,none,France,2348
8613,i7,2023,0.0,366,electric,automatic,AWD,23018,0.0,0.0,174245,4,4,sedan,blue,0.0,no,full,France,840
9497,i3,2022,0.0,150,electric,automatic,RWD,58217,0.0,0.0,52833,5,4,hatchback,black,0.0,no,full,Turkey,4568
3318,3 Series,2013,3.1,242,hybrid,manual,AWD,194339,5.4,119.0,23871,4,5,sedan,blue,3.0,no,full,USA,581
9203,i3,2017,0.0,214,electric,automatic,RWD,145120,0.0,0.0,32538,5,4,hatchback,black,3.0,no,partial,Spain,204
7260,X3,2024,3.0,223,diesel,automatic,AWD,0,7.6,182.0,64437,5,5,suv,grey,0.0,no,full,France,1641
